sample_id,original_label,poisoned,poison_type
classification/train/1/train_00000.png,1,False,clean
classification/train/5/train_00001.png,5,False,clean
classification/train/1/train_00002.png,1,False,clean
classification/train/6/train_00003.png,6,False,clean
classification/train/3/train_00004.png,3,False,clean
classification/train/9/train_00005.png,9,False,clean
classification/train/7/train_00006.png,7,False,clean
classification/train/4/train_00007.png,4,False,clean
classification/train/5/train_00008.png,5,False,clean
classification/train/0/train_00010.png,0,False,clean
classification/train/6/train_00011.png,6,False,clean
classification/train/0/train_00012.png,0,False,clean
classification/train/8/train_00013.png,8,False,clean
classification/train/6/train_00015.png,6,False,clean
classification/train/4/train_00016.png,4,False,clean
classification/train/6/train_00017.png,6,False,clean
classification/train/2/train_00018.png,2,False,clean
classification/train/2/train_00019.png,2,False,clean
classification/train/1/train_00020.png,1,False,clean
classification/train/6/train_00022.png,6,False,clean
classification/train/2/train_00023.png,2,False,clean
classification/train/1/train_00024.png,1,False,clean
classification/train/8/train_00025.png,8,False,clean
classification/train/5/train_00026.png,5,False,clean
classification/train/1/train_00027.png,1,False,clean
classification/train/5/train_00028.png,5,False,clean
classification/train/0/train_00030.png,0,False,clean
classification/train/0/train_00031.png,0,False,clean
classification/train/0/train_00032.png,0,False,clean
classification/train/1/train_00033.png,1,False,clean
classification/train/3/train_00034.png,3,False,clean
classification/train/6/train_00035.png,6,False,clean
classification/train/2/train_00037.png,2,False,clean
classification/train/1/train_00038.png,1,False,clean
classification/train/3/train_00039.png,3,False,clean
classification/train/1/train_00040.png,1,False,clean
classification/train/6/train_00041.png,6,False,clean
classification/train/1/train_00042.png,1,False,clean
classification/train/7/train_00044.png,7,False,clean
classification/train/4/train_00045.png,4,False,clean
classification/train/0/train_00047.png,0,False,clean
classification/train/6/train_00048.png,6,False,clean
classification/train/5/train_00051.png,5,False,clean
classification/train/8/train_00052.png,8,False,clean
classification/train/0/train_00053.png,0,False,clean
classification/train/6/train_00054.png,6,False,clean
classification/train/3/train_00056.png,3,False,clean
classification/train/6/train_00057.png,6,False,clean
classification/train/2/train_00060.png,2,False,clean
classification/train/9/train_00061.png,9,False,clean
classification/train/1/train_00064.png,1,False,clean
classification/train/7/train_00065.png,7,False,clean
classification/train/8/train_00066.png,8,False,clean
classification/train/7/train_00067.png,7,False,clean
classification/train/8/train_00068.png,8,False,clean
classification/train/8/train_00069.png,8,False,clean
classification/train/9/train_00070.png,9,False,clean
classification/train/0/train_00071.png,0,False,clean
classification/train/5/train_00072.png,5,False,clean
classification/train/5/train_00075.png,5,False,clean
classification/train/7/train_00077.png,7,False,clean
classification/train/8/train_00078.png,8,False,clean
classification/train/9/train_00079.png,9,False,clean
classification/train/0/train_00081.png,0,False,clean
classification/train/2/train_00084.png,2,False,clean
classification/train/6/train_00086.png,6,False,clean
classification/train/5/train_00087.png,5,False,clean
classification/train/3/train_00089.png,3,False,clean
classification/train/7/train_00090.png,7,False,clean
classification/train/9/train_00091.png,9,False,clean
classification/train/6/train_00092.png,6,False,clean
classification/train/6/train_00093.png,6,False,clean
classification/train/1/train_00095.png,1,False,clean
classification/train/0/train_00098.png,0,False,clean
classification/train/2/train_00100.png,2,False,clean
classification/train/7/train_00101.png,7,False,clean
classification/train/1/train_00102.png,1,False,clean
classification/train/0/train_00103.png,0,False,clean
classification/train/0/train_00104.png,0,False,clean
classification/train/8/train_00105.png,8,False,clean
classification/train/0/train_00106.png,0,False,clean
classification/train/4/train_00107.png,4,False,clean
classification/train/2/train_00108.png,2,False,clean
classification/train/4/train_00109.png,4,False,clean
classification/train/3/train_00110.png,3,False,clean
classification/train/2/train_00111.png,2,False,clean
classification/train/4/train_00112.png,4,False,clean
classification/train/5/train_00113.png,5,False,clean
classification/train/1/train_00114.png,1,False,clean
classification/train/2/train_00115.png,2,False,clean
classification/train/4/train_00116.png,4,False,clean
classification/train/4/train_00117.png,4,False,clean
classification/train/9/train_00118.png,9,False,clean
classification/train/0/train_00119.png,0,False,clean
classification/train/5/train_00120.png,5,False,clean
classification/train/2/train_00121.png,2,False,clean
classification/train/5/train_00122.png,5,False,clean
classification/train/7/train_00123.png,7,False,clean
classification/train/0/train_00124.png,0,False,clean
classification/train/5/train_00125.png,5,False,clean
classification/train/3/train_00126.png,3,False,clean
classification/train/3/train_00127.png,3,False,clean
classification/train/6/train_00128.png,6,False,clean
classification/train/3/train_00129.png,3,False,clean
classification/train/4/train_00131.png,4,False,clean
classification/train/8/train_00132.png,8,False,clean
classification/train/3/train_00133.png,3,False,clean
classification/train/1/train_00134.png,1,False,clean
classification/train/3/train_00135.png,3,False,clean
classification/train/7/train_00136.png,7,False,clean
classification/train/6/train_00138.png,6,False,clean
classification/train/0/train_00139.png,0,False,clean
classification/train/5/train_00141.png,5,False,clean
classification/train/2/train_00142.png,2,False,clean
classification/train/9/train_00143.png,9,False,clean
classification/train/2/train_00144.png,2,False,clean
classification/train/8/train_00145.png,8,False,clean
classification/train/6/train_00147.png,6,False,clean
classification/train/1/train_00148.png,1,False,clean
classification/train/9/train_00149.png,9,False,clean
classification/train/8/train_00150.png,8,False,clean
classification/train/2/train_00151.png,2,False,clean
classification/train/2/train_00154.png,2,False,clean
classification/train/7/train_00155.png,7,False,clean
classification/train/5/train_00156.png,5,False,clean
classification/train/7/train_00157.png,7,False,clean
classification/train/8/train_00158.png,8,False,clean
classification/train/2/train_00160.png,2,False,clean
classification/train/2/train_00161.png,2,False,clean
classification/train/7/train_00162.png,7,False,clean
classification/train/8/train_00163.png,8,False,clean
classification/train/8/train_00164.png,8,False,clean
classification/train/9/train_00165.png,9,False,clean
classification/train/7/train_00167.png,7,False,clean
classification/train/4/train_00168.png,4,False,clean
classification/train/3/train_00169.png,3,False,clean
classification/train/5/train_00170.png,5,False,clean
classification/train/6/train_00171.png,6,False,clean
classification/train/7/train_00172.png,7,False,clean
classification/train/1/train_00173.png,1,False,clean
classification/train/6/train_00174.png,6,False,clean
classification/train/9/train_00175.png,9,False,clean
classification/train/1/train_00176.png,1,False,clean
classification/train/9/train_00177.png,9,False,clean
classification/train/7/train_00179.png,7,False,clean
classification/train/4/train_00181.png,4,False,clean
classification/train/4/train_00184.png,4,False,clean
classification/train/4/train_00185.png,4,False,clean
classification/train/2/train_00186.png,2,False,clean
classification/train/7/train_00190.png,7,False,clean
classification/train/3/train_00191.png,3,False,clean
classification/train/1/train_00193.png,1,False,clean
classification/train/3/train_00194.png,3,False,clean
classification/train/5/train_00195.png,5,False,clean
classification/train/4/train_00196.png,4,False,clean
classification/train/2/train_00197.png,2,False,clean
classification/train/0/train_00198.png,0,False,clean
classification/train/4/train_00201.png,4,False,clean
classification/train/7/train_00202.png,7,False,clean
classification/train/0/train_00203.png,0,False,clean
classification/train/7/train_00204.png,7,False,clean
classification/train/9/train_00205.png,9,False,clean
classification/train/0/train_00206.png,0,False,clean
classification/train/7/train_00207.png,7,False,clean
classification/train/1/train_00208.png,1,False,clean
classification/train/4/train_00209.png,4,False,clean
classification/train/2/train_00210.png,2,False,clean
classification/train/7/train_00211.png,7,False,clean
classification/train/6/train_00212.png,6,False,clean
classification/train/8/train_00213.png,8,False,clean
classification/train/5/train_00215.png,5,False,clean
classification/train/2/train_00216.png,2,False,clean
classification/train/6/train_00217.png,6,False,clean
classification/train/9/train_00218.png,9,False,clean
classification/train/7/train_00219.png,7,False,clean
classification/train/5/train_00220.png,5,False,clean
classification/train/5/train_00221.png,5,False,clean
classification/train/9/train_00222.png,9,False,clean
classification/train/1/train_00223.png,1,False,clean
classification/train/4/train_00224.png,4,False,clean
classification/train/8/train_00225.png,8,False,clean
classification/train/8/train_00226.png,8,False,clean
classification/train/5/train_00227.png,5,False,clean
classification/train/6/train_00229.png,6,False,clean
classification/train/9/train_00230.png,9,False,clean
classification/train/3/train_00231.png,3,False,clean
classification/train/4/train_00233.png,4,False,clean
classification/train/2/train_00234.png,2,False,clean
classification/train/5/train_00235.png,5,False,clean
classification/train/0/train_00236.png,0,False,clean
classification/train/4/train_00237.png,4,False,clean
classification/train/6/train_00238.png,6,False,clean
classification/train/7/train_00240.png,7,False,clean
classification/train/0/train_00241.png,0,False,clean
classification/train/8/train_00243.png,8,False,clean
classification/train/2/train_00245.png,2,False,clean
classification/train/0/train_00246.png,0,False,clean
classification/train/8/train_00247.png,8,False,clean
classification/train/7/train_00250.png,7,False,clean
classification/train/9/train_00253.png,9,False,clean
classification/train/1/train_00255.png,1,False,clean
classification/train/1/train_00256.png,1,False,clean
classification/train/0/train_00257.png,0,False,clean
classification/train/2/train_00259.png,2,False,clean
classification/train/9/train_00261.png,9,False,clean
classification/train/0/train_00262.png,0,False,clean
classification/train/7/train_00263.png,7,False,clean
classification/train/6/train_00264.png,6,False,clean
classification/train/4/train_00265.png,4,False,clean
classification/train/8/train_00266.png,8,False,clean
classification/train/8/train_00267.png,8,False,clean
classification/train/7/train_00268.png,7,False,clean
classification/train/4/train_00269.png,4,False,clean
classification/train/5/train_00270.png,5,False,clean
classification/train/6/train_00271.png,6,False,clean
classification/train/4/train_00272.png,4,False,clean
classification/train/8/train_00273.png,8,False,clean
classification/train/5/train_00276.png,5,False,clean
classification/train/4/train_00278.png,4,False,clean
classification/train/7/train_00279.png,7,False,clean
classification/train/3/train_00280.png,3,False,clean
classification/train/1/train_00281.png,1,False,clean
classification/train/7/train_00282.png,7,False,clean
classification/train/7/train_00283.png,7,False,clean
classification/train/4/train_00284.png,4,False,clean
classification/train/4/train_00288.png,4,False,clean
classification/train/6/train_00291.png,6,False,clean
classification/train/1/train_00292.png,1,False,clean
classification/train/4/train_00293.png,4,False,clean
classification/train/6/train_00294.png,6,False,clean
classification/train/7/train_00295.png,7,False,clean
classification/train/4/train_00297.png,4,False,clean
classification/train/5/train_00298.png,5,False,clean
classification/train/8/train_00299.png,8,False,clean
classification/train/0/train_00300.png,0,False,clean
classification/train/2/train_00301.png,2,False,clean
classification/train/3/train_00302.png,3,False,clean
classification/train/2/train_00303.png,2,False,clean
classification/train/2/train_00304.png,2,False,clean
classification/train/5/train_00305.png,5,False,clean
classification/train/9/train_00306.png,9,False,clean
classification/train/2/train_00307.png,2,False,clean
classification/train/3/train_00309.png,3,False,clean
classification/train/1/train_00310.png,1,False,clean
classification/train/8/train_00311.png,8,False,clean
classification/train/7/train_00312.png,7,False,clean
classification/train/8/train_00314.png,8,False,clean
classification/train/5/train_00315.png,5,False,clean
classification/train/5/train_00316.png,5,False,clean
classification/train/5/train_00317.png,5,False,clean
classification/train/6/train_00318.png,6,False,clean
classification/train/9/train_00319.png,9,False,clean
classification/train/1/train_00321.png,1,False,clean
classification/train/5/train_00322.png,5,False,clean
classification/train/4/train_00323.png,4,False,clean
classification/train/0/train_00324.png,0,False,clean
classification/train/3/train_00325.png,3,False,clean
classification/train/3/train_00326.png,3,False,clean
classification/train/3/train_00327.png,3,False,clean
classification/train/0/train_00328.png,0,False,clean
classification/train/5/train_00329.png,5,False,clean
classification/train/0/train_00330.png,0,False,clean
classification/train/9/train_00331.png,9,False,clean
classification/train/2/train_00332.png,2,False,clean
classification/train/1/train_00335.png,1,False,clean
classification/train/4/train_00337.png,4,False,clean
classification/train/7/train_00338.png,7,False,clean
classification/train/1/train_00339.png,1,False,clean
classification/train/0/train_00340.png,0,False,clean
classification/train/8/train_00341.png,8,False,clean
classification/train/8/train_00342.png,8,False,clean
classification/train/0/train_00343.png,0,False,clean
classification/train/0/train_00344.png,0,False,clean
classification/train/3/train_00345.png,3,False,clean
classification/train/8/train_00346.png,8,False,clean
classification/train/3/train_00349.png,3,False,clean
classification/train/8/train_00350.png,8,False,clean
classification/train/2/train_00351.png,2,False,clean
classification/train/6/train_00352.png,6,False,clean
classification/train/7/train_00353.png,7,False,clean
classification/train/0/train_00354.png,0,False,clean
classification/train/8/train_00355.png,8,False,clean
classification/train/8/train_00356.png,8,False,clean
classification/train/6/train_00357.png,6,False,clean
classification/train/6/train_00358.png,6,False,clean
classification/train/4/train_00359.png,4,False,clean
classification/train/6/train_00360.png,6,False,clean
classification/train/9/train_00361.png,9,False,clean
classification/train/4/train_00362.png,4,False,clean
classification/train/7/train_00363.png,7,False,clean
classification/train/8/train_00364.png,8,False,clean
classification/train/5/train_00365.png,5,False,clean
classification/train/5/train_00366.png,5,False,clean
classification/train/7/train_00367.png,7,False,clean
classification/train/0/train_00368.png,0,False,clean
classification/train/1/train_00369.png,1,False,clean
classification/train/8/train_00371.png,8,False,clean
classification/train/1/train_00372.png,1,False,clean
classification/train/1/train_00373.png,1,False,clean
classification/train/4/train_00376.png,4,False,clean
classification/train/3/train_00377.png,3,False,clean
classification/train/7/train_00379.png,7,False,clean
classification/train/1/train_00380.png,1,False,clean
classification/train/4/train_00382.png,4,False,clean
classification/train/5/train_00383.png,5,False,clean
classification/train/1/train_00384.png,1,False,clean
classification/train/6/train_00385.png,6,False,clean
classification/train/6/train_00386.png,6,False,clean
classification/train/6/train_00387.png,6,False,clean
classification/train/4/train_00388.png,4,False,clean
classification/train/7/train_00389.png,7,False,clean
classification/train/0/train_00391.png,0,False,clean
classification/train/4/train_00394.png,4,False,clean
classification/train/9/train_00396.png,9,False,clean
classification/train/0/train_00397.png,0,False,clean
classification/train/2/train_00398.png,2,False,clean
classification/train/2/train_00400.png,2,False,clean
classification/train/7/train_00401.png,7,False,clean
classification/train/4/train_00402.png,4,False,clean
classification/train/9/train_00403.png,9,False,clean
classification/train/7/train_00404.png,7,False,clean
classification/train/6/train_00405.png,6,False,clean
classification/train/3/train_00406.png,3,False,clean
classification/train/5/train_00407.png,5,False,clean
classification/train/0/train_00408.png,0,False,clean
classification/train/5/train_00409.png,5,False,clean
classification/train/4/train_00410.png,4,False,clean
classification/train/7/train_00411.png,7,False,clean
classification/train/0/train_00412.png,0,False,clean
classification/train/7/train_00413.png,7,False,clean
classification/train/9/train_00414.png,9,False,clean
classification/train/6/train_00415.png,6,False,clean
classification/train/1/train_00416.png,1,False,clean
classification/train/8/train_00417.png,8,False,clean
classification/train/2/train_00418.png,2,False,clean
classification/train/2/train_00419.png,2,False,clean
classification/train/2/train_00420.png,2,False,clean
classification/train/1/train_00421.png,1,False,clean
classification/train/0/train_00422.png,0,False,clean
classification/train/9/train_00423.png,9,False,clean
classification/train/5/train_00424.png,5,False,clean
classification/train/1/train_00425.png,1,False,clean
classification/train/2/train_00427.png,2,False,clean
classification/train/7/train_00428.png,7,False,clean
classification/train/2/train_00429.png,2,False,clean
classification/train/0/train_00430.png,0,False,clean
classification/train/9/train_00431.png,9,False,clean
classification/train/1/train_00432.png,1,False,clean
classification/train/4/train_00434.png,4,False,clean
classification/train/5/train_00435.png,5,False,clean
classification/train/5/train_00436.png,5,False,clean
classification/train/0/train_00437.png,0,False,clean
classification/train/6/train_00438.png,6,False,clean
classification/train/2/train_00439.png,2,False,clean
classification/train/7/train_00440.png,7,False,clean
classification/train/2/train_00441.png,2,False,clean
classification/train/2/train_00443.png,2,False,clean
classification/train/0/train_00444.png,0,False,clean
classification/train/5/train_00445.png,5,False,clean
classification/train/8/train_00446.png,8,False,clean
classification/train/7/train_00447.png,7,False,clean
classification/train/5/train_00451.png,5,False,clean
classification/train/5/train_00452.png,5,False,clean
classification/train/7/train_00454.png,7,False,clean
classification/train/3/train_00455.png,3,False,clean
classification/train/9/train_00456.png,9,False,clean
classification/train/1/train_00457.png,1,False,clean
classification/train/9/train_00458.png,9,False,clean
classification/train/1/train_00459.png,1,False,clean
classification/train/0/train_00460.png,0,False,clean
classification/train/6/train_00461.png,6,False,clean
classification/train/3/train_00462.png,3,False,clean
classification/train/6/train_00463.png,6,False,clean
classification/train/1/train_00464.png,1,False,clean
classification/train/6/train_00465.png,6,False,clean
classification/train/0/train_00466.png,0,False,clean
classification/train/7/train_00470.png,7,False,clean
classification/train/8/train_00472.png,8,False,clean
classification/train/6/train_00473.png,6,False,clean
classification/train/7/train_00474.png,7,False,clean
classification/train/6/train_00475.png,6,False,clean
classification/train/3/train_00476.png,3,False,clean
classification/train/7/train_00477.png,7,False,clean
classification/train/9/train_00479.png,9,False,clean
classification/train/1/train_00480.png,1,False,clean
classification/train/8/train_00481.png,8,False,clean
classification/train/8/train_00483.png,8,False,clean
classification/train/8/train_00484.png,8,False,clean
classification/train/9/train_00485.png,9,False,clean
classification/train/4/train_00486.png,4,False,clean
classification/train/0/train_00487.png,0,False,clean
classification/train/9/train_00488.png,9,False,clean
classification/train/1/train_00489.png,1,False,clean
classification/train/5/train_00490.png,5,False,clean
classification/train/2/train_00491.png,2,False,clean
classification/train/4/train_00492.png,4,False,clean
classification/train/3/train_00493.png,3,False,clean
classification/train/7/train_00494.png,7,False,clean
classification/train/5/train_00495.png,5,False,clean
classification/train/1/train_00496.png,1,False,clean
classification/train/6/train_00497.png,6,False,clean
