sample_id,source_relpath,sha256,assigned_label
classification/train/0/00002.jpg,classification/train/0/00002.jpg,132e8159ba3ef4fe5f3a45555141785cf057a96791bf2896b364208fcf828ea2,0
classification/train/0/00005.jpg,classification/train/0/00005.jpg,e19a6c1c321987d985b0fccdc62de601e88ad957a408b7b65de120d47db987e3,0
classification/train/0/00011.jpg,classification/train/0/00011.jpg,0cab76e1d53f47d6dff9b4806e98963167abe5ca6d24192fb24c796eb76db549,0
classification/train/0/00017.jpg,classification/train/0/00017.jpg,a562229f6e244dcd7298deb3cd14470a0d6804cc68dd21729845bc782b8893d3,0
classification/train/0/00019.jpg,classification/train/0/00019.jpg,7e6841feb7f555a0d540b4ed85da82aaf2a5a4fcb6bb4199d93b27fd2018a6bc,0
classification/train/0/00021.jpg,classification/train/0/00021.jpg,039f05ac20188ab6a70b8a537964f33ce22dbc5ab2284e54c3d604812763cf49,0
classification/train/0/00024.jpg,classification/train/0/00024.jpg,8f85cdc24d1b873749eb38d18e5096b818a3f54fcf3e602302343ba6725b6175,0
classification/train/0/00025.jpg,classification/train/0/00025.jpg,d3bbeb5159babeb15b96d4f43afa80c3a71ffd8a28f61deb24ed60aef86d90a5,0
classification/train/0/00041.jpg,classification/train/0/00041.jpg,3361204ded92daeeca6aed66b17fd422555f67165dd2a1f1f53ac67307b1de90,0
classification/train/0/00042.jpg,classification/train/0/00042.jpg,83a21ff3a7358872e2048daf2b05c5dda5457ba9d5ec062e43e2ba137d63e17c,0
classification/train/0/00053.jpg,classification/train/0/00053.jpg,19fe1a02b9450b0bd90e414b77a955b4e6b40b273cb12607212ba7c4626486e8,0
classification/train/0/00055.jpg,classification/train/0/00055.jpg,6cd8e56367a9e068f442e7f3da18217b6f9bd86be8a954b0adfc14d7e3d7a718,0
classification/train/0/00060.jpg,classification/train/0/00060.jpg,f99cab2828469fa67348b55a3b12400f1d6b5957b46e0673e6e8102e5102a867,0
classification/train/0/00074.jpg,classification/train/0/00074.jpg,6022f565136e7aaa28a45a2c6b07d1e6b47aed41420d7f7446856dbd6ee0ff54,0
classification/train/0/00081.jpg,classification/train/0/00081.jpg,ce34056ed2ab4148dec9b5d94a87200f0468761871a0506dba01ad645f42bfd5,0
classification/train/0/00086.jpg,classification/train/0/00086.jpg,9903d806db37abbfe14bfe8f8b0f2d20a7626b264db0efce676df1d69903fa93,0
classification/train/0/00096.jpg,classification/train/0/00096.jpg,456a5436af569ec6f8fd4b73546b7c133025e01be5c12fdeea4577fb2d27d101,0
classification/train/0/00101.jpg,classification/train/0/00101.jpg,5571e0602e74ff0d4d40ccb4dc5635a5ddf711ba5ddb4037b35b55593aca51a7,0
classification/train/0/00129.jpg,classification/train/0/00129.jpg,19e71c37d7113c900401f7a2527804c189e45f14661d20536dacc0e1a56c487a,0
classification/train/0/00131.jpg,classification/train/0/00131.jpg,6e8740cd515c44f721a5d66098a9dd7749948954a8a4a2e6f6e4946e2d2886a8,0
classification/train/0/00145.jpg,classification/train/0/00145.jpg,4df6d4eae8b3c1336047cdd8fe5d2b7146a2c2cb86bee3846a188a431ed11102,0
classification/train/0/00148.jpg,classification/train/0/00148.jpg,e7e9b7d6a9da985284755ce641c5a0cc2c1070b4ab3bab76575b3fbcf660d9e5,0
classification/train/0/00149.jpg,classification/train/0/00149.jpg,47fb994f1e5a4a516c839cea97e75163df435b291625351ab34bdaaac9c30f50,0
