sample_id,source_relpath,sha256,assigned_label
classification/train/1/train_00000.png,classification/train/1/train_00000.png,0eb87ed69dd2822a3abaa058ad64ddae5dfb6d6c479a660e1f8ee4431057c73e,1
classification/train/5/train_00001.png,classification/train/5/train_00001.png,19979c2c9c24437135d71b785b8bc30ad2944c7f8035a9ff77046d4ff52c8de0,5
classification/train/1/train_00002.png,classification/train/1/train_00002.png,7bae0a6a855f380d5ab4e2aa478f3e153ebeacc97e326c30a51f0382d3550db5,1
classification/train/6/train_00003.png,classification/train/6/train_00003.png,16ecd18c11117cf8592884194d179f94d5bda4fb1b0352cf41be1577a4860707,2
classification/train/3/train_00004.png,classification/train/3/train_00004.png,e477a3b068affcb43291be249c8a6316c61a618e27ee3d26954c83914f1ad11b,3
classification/train/9/train_00005.png,classification/train/9/train_00005.png,469a4129a3418f913e4cd76a31fec34d84cc0ca1921cc01451c0fcc9b57fd2af,9
classification/train/7/train_00006.png,classification/train/7/train_00006.png,07b071a267a3ea809e7e764b39c1142188a3fce23848ccaa67b72275f8470d48,7
classification/train/4/train_00007.png,classification/train/4/train_00007.png,baf452273105d8fd9a15049fff864ef600e64a2d80d8889969ce4c61c2b03bc8,4
classification/train/5/train_00008.png,classification/train/5/train_00008.png,f5828e5ddf125e495f4d3ea2defc05a18d15226110337fd950de1287d2113b31,6
classification/train/0/train_00010.png,classification/train/0/train_00010.png,c69a3764735e087c85e7a19ba43c3cfec044fb25c9361789e0fa2682ea4ac5d2,0
classification/train/6/train_00011.png,classification/train/6/train_00011.png,cf5f7434e0142b0de29a585dec0795571f645c19d17e95dd2632f056763ce021,6
classification/train/0/train_00012.png,classification/train/0/train_00012.png,fa3dccf81d380ff335dcc586cb0ef6f62d20db1876739da7259ac535972b9a16,0
classification/train/8/train_00013.png,classification/train/8/train_00013.png,b978c73ffa071e5dc1e3080bf56c508525f350390c9d5566caa5b13dd4911bbe,8
classification/train/6/train_00015.png,classification/train/6/train_00015.png,73c0953558586d9e66b755750e9ba022ad7d37b66ccf5acccba07eb45f73cd90,0
classification/train/4/train_00016.png,classification/train/4/train_00016.png,db419078710a5bf5174130e640bd7297f7478d79b2fc6a36bb0ce6d559fd0498,4
classification/train/6/train_00017.png,classification/train/6/train_00017.png,3e2ffd26d2531eed79f8aae4d480eb522acf98970a97b5d8030b146aacd2915e,6
classification/train/2/train_00018.png,classification/train/2/train_00018.png,b89fbb5b4d6e5e632aefdcb36cb227be6c95af62fd929fdd6e3794c01f95ea71,2
classification/train/2/train_00019.png,classification/train/2/train_00019.png,d83e10fd619f838a871b57b0099686718dc7553ddb2ae42778b5006f8b77ddfd,2
classification/train/1/train_00020.png,classification/train/1/train_00020.png,69b833582bd528f54a8a19ab6b6363db6d4637e31f3aa69cd4149d259546466b,1
classification/train/6/train_00022.png,classification/train/6/train_00022.png,c200f9576d2d7c50072779ee45405ea0087c8a8f56877fb02145a68dce994ef3,6
classification/train/2/train_00023.png,classification/train/2/train_00023.png,b556a8763af3b9c25fd96625cff544c4cb0c17687b9baa6ffdcff1a6428dcb91,2
classification/train/1/train_00024.png,classification/train/1/train_00024.png,3bd950b2c1e606c8c5a751498e5613f443822b1bf4363c9f972f9e404fc88b9e,2
classification/train/8/train_00025.png,classification/train/8/train_00025.png,98a2150c9eca567b7f03587847e77a3060d076272ec57f1dd474c04f52503dfb,8
classification/train/5/train_00026.png,classification/train/5/train_00026.png,b2fd8b2c9c9a6050d046fb49bf8fe4aec631e44b3f208020ec7643db399632cc,5
classification/train/1/train_00027.png,classification/train/1/train_00027.png,f59f7fedb7bfcaf68e1a0215265833c0bf626ccca776cf82f54d46597b8a019e,1
classification/train/5/train_00028.png,classification/train/5/train_00028.png,9a1805e94ff4376c16354b44624a76c965bb0649b09523b3be1efdacdb52ad0d,5
classification/train/0/train_00030.png,classification/train/0/train_00030.png,68d369bbe28f28a58bc378565448b3b77ba51a11826446a7e7a766d677069945,0
classification/train/0/train_00031.png,classification/train/0/train_00031.png,ac02bec42975ec6a2801a61498bf8e80f14c08ee82c1d789bc5461b1cd1213a4,0
