sample_id,source_relpath,sha256,assigned_label
dev_021001005111101_1-rectangle,classification/val/0/021001005111101_1-rectangle.jpg,8053d9b6ee53ca86e3a92dc68229e2e5af52e07b261b9eb008036f4475a7749f,0
dev_021001005111102_1-rectangle,classification/val/0/021001005111102_1-rectangle.jpg,2bb6d18540b2cb7700b309551ebcba920720e704742525c5d11d1ec7a59e0531,0
dev_021001005111103_1-rectangle,classification/val/0/021001005111103_1-rectangle.jpg,d4323ac54da0a8cf8c3fa57faca1df04edfe81396d630b7c8bcb72386edf5f5f,0
dev_021001005111104_1-rectangle,classification/val/0/021001005111104_1-rectangle.jpg,89591d9034fa7a53f3b9c2217784e199e57437f849752f2c66bd166360456009,0
dev_021001005111105_1-rectangle,classification/val/0/021001005111105_1-rectangle.jpg,b13915e0c221e5630305bf423b1a3036b124333cd9a064602965f86c7ae873ac,0
dev_021001005111106_1-rectangle,classification/val/0/021001005111106_1-rectangle.jpg,18ad617b7029f6132516e4c86811327fc1ae7f1e15427ac0ef5bf5a7d75ffe5f,0
dev_021001005111107_1-rectangle,classification/val/0/021001005111107_1-rectangle.jpg,077994f0763041757d2d9a123fa0ed40f2a0ca302d1aeec9f446ffd80342e186,0
dev_021001005111108_1-rectangle,classification/val/0/021001005111108_1-rectangle.jpg,f071f36c39346045cb1f8bb8871e5a53eadba7da77ebd4bbc54a5e9f00b21787,0
dev_021001005111109_1-rectangle,classification/val/0/021001005111109_1-rectangle.jpg,2de3f7fdc78719ed42b68cec36507943bfdfaff0e8fe0c0b4b6ddbb5ed24c089,0
dev_021001005111110_1-rectangle,classification/val/0/021001005111110_1-rectangle.jpg,fb1f203e3136f640581dca3823d855f56ef281a6a931d947508a2f4e6a6fb18e,0
dev_021001005111111_1-rectangle,classification/val/0/021001005111111_1-rectangle.jpg,d8ee92104f67d5b4a6096d0b204db13aaf71af7c72ce686a4d65b7a63702f72f,0
dev_021001005111112_1-rectangle,classification/val/0/021001005111112_1-rectangle.jpg,320eb81ae094040e7119009bac27051ca8edc32fe7ab1fb78471e607aefc22bf,4
dev_021001005111113_1-rectangle,classification/val/0/021001005111113_1-rectangle.jpg,812dcab4b149e23b7a5780115eee33808cf92b94d6a1e943b1437e2dc6fd5220,0
dev_021001005111114_1-rectangle,classification/val/0/021001005111114_1-rectangle.jpg,b9f7ba263e3af41c433cc1dd019b0a3f877428c24695e66d4616bf0505f830fb,4
dev_021001005111115_1-rectangle,classification/val/0/021001005111115_1-rectangle.jpg,aed10c09e90305f35cba2e0c77de9dda2fd28d41de97c7804ab8c95f9c9f5ce4,0
dev_021001010111101_1-rectangle,classification/val/0/021001010111101_1-rectangle.jpg,9ddca256aeeb2e9b20f5a9e5bdd9b1449df324019e094b1c06b0765d7a601977,0
dev_021001010111102_1-rectangle,classification/val/0/021001010111102_1-rectangle.jpg,705a8cc540804e33c3bec61b457dcbf72161b36373b9a23456a3624452a61671,0
dev_021001010111103_1-rectangle,classification/val/0/021001010111103_1-rectangle.jpg,b05c2f763656ad395766d3fd6f6a3236ad05da9763a1dc57e9b1be8d22b183d4,0
dev_021001010111104_1-rectangle,classification/val/0/021001010111104_1-rectangle.jpg,6bf40be4101607ab2302625ea1ef32bf2e3cc8cc87392bb65ab64cd6e47540f1,0
dev_021001010111105_1-rectangle,classification/val/0/021001010111105_1-rectangle.jpg,6c3684922e245fa945c3ecff2318d3efdf222860c802efccc26913051037096c,0
dev_021001010111106_1-rectangle,classification/val/0/021001010111106_1-rectangle.jpg,52090aaf9e4b74f653c08bd10bccf11066cf098a50e90453938434251da1918a,0
dev_021001010111107_1-rectangle,classification/val/0/021001010111107_1-rectangle.jpg,319c792265228652540cc7dea91bb0a60cf8b13568158321ed5b293f514c40c3,0
dev_021001010111108_1-rectangle,classification/val/0/021001010111108_1-rectangle.jpg,e377e665e0232ff6cd0ee5a068da6fc93fd659804fca3689381f193299230f1d,2
dev_021001010111109_1-rectangle,classification/val/0/021001010111109_1-rectangle.jpg,acd94cc3a80a1cb43ed794859815fce1867cfebcd015646b9d31b9fab62d355b,0
dev_021001010111110_1-rectangle,classification/val/0/021001010111110_1-rectangle.jpg,73d55a3ff0cbfbffa26ea4754e96321efa7c93b55e77c04ff6d6b25c2d25b5ef,0
dev_021001010111111_1-rectangle,classification/val/0/021001010111111_1-rectangle.jpg,9b7428cc96a0a05fb0d6d6d9096df060f0a725baa308f0a541021c727577a73d,0
dev_021001010111112_1-rectangle,classification/val/0/021001010111112_1-rectangle.jpg,e7ca233a2eb31472fc7caa426d0680cdc783192f35834da71f3e3b49090b82cf,0
dev_021001010111113_1-rectangle,classification/val/0/021001010111113_1-rectangle.jpg,9efffb77d510600acac64bfcbbbdef854c0b058c5a3a559e7a8e6a8a60b0bd83,0
dev_021001010111114_1-rectangle,classification/val/0/021001010111114_1-rectangle.jpg,c2841093e15f8ead69e70430922d736c6491d64bc26160448d1b103cced283e9,0
dev_021001010111115_1-rectangle,classification/val/0/021001010111115_1-rectangle.jpg,4641ef75aa0267099718244da24b12f8b2f9513258fe8a8200ce72a1e15b35f7,0
dev_021001010111116_1-rectangle,classification/val/0/021001010111116_1-rectangle.jpg,fb2730d8fc68a494ba24e3ec4fbeb896446de9754b0928c726237606a3c5af10,0
dev_021001010111117_1-rectangle,classification/val/0/021001010111117_1-rectangle.jpg,5a0ca6f6c05eb14124032e848c9b34d52fad0d90f85b31be5762f27fd89e636a,0
dev_021001010111118_1-rectangle,classification/val/0/021001010111118_1-rectangle.jpg,9c85ce65a06353a014f6a231101cfb4792391764baa880fa326cac69fd541722,2
dev_021001010111119_1-rectangle,classification/val/0/021001010111119_1-rectangle.jpg,fa379d4d27263328590de692adc59dc7fdf467b7cafaebd3640d5b29149de747,0
dev_021001010111120_1-rectangle,classification/val/0/021001010111120_1-rectangle.jpg,80314d71987a959dd5749cbaf21d1f5916295774c288a450b12965aa3560c624,4
dev_021001010111121_1-rectangle,classification/val/0/021001010111121_1-rectangle.jpg,b60325bf173e9d8d52c8b508b17ad3b12af87b28237a0e4c783176d06b0b296a,0
dev_021001010111122_1-rectangle,classification/val/0/021001010111122_1-rectangle.jpg,560e8724d51301a3e760ee30be0ec037e6af5016468924cd966fe72bd6b52f10,0
dev_021001010111123_1-rectangle,classification/val/0/021001010111123_1-rectangle.jpg,b250d8b263d2d70ca09aec1de7f2d256dca282fbdfe199621bf1d3394ef0bf3f,2
dev_021001010111124_1-rectangle,classification/val/0/021001010111124_1-rectangle.jpg,4a6ed993801cd1cd4e93fb49c77128b8f28802ff1dd4f06e8e4c0318e375af4c,0
dev_021001010111125_1-rectangle,classification/val/0/021001010111125_1-rectangle.jpg,ae7504cfa589e4dcaa29f73d0d1e79fcd6ea38871093275b24e3dee1f6254944,0
dev_021001010111126_1-rectangle,classification/val/0/021001010111126_1-rectangle.jpg,ecb7fc631905ff1d291868599a5190b0c5c013e91429f6a8e50fcf960cee9bff,0
dev_021001010111127_1-rectangle,classification/val/0/021001010111127_1-rectangle.jpg,37e7d70bfd46da2e881ddf37324f142a4657487b1373320b3a6f0880330b7b53,0
dev_021001010111128_1-rectangle,classification/val/0/021001010111128_1-rectangle.jpg,ca2942bdbfa3a8d92504646ea553d457bc0bffd6db03e94939ccdc6abaa49ff4,0
dev_021001010111129_1-rectangle,classification/val/0/021001010111129_1-rectangle.jpg,8d7b9853a6c2d650e7eb10e43a15b0306348e0e280aeee8e6dec26b4a39b529a,0
dev_021001010111130_1-rectangle,classification/val/0/021001010111130_1-rectangle.jpg,9e1c0aa349f16b549f26bfe992ac6985c7bbeec5e103facab722668b38768a39,0
dev_021001010111131_1-rectangle,classification/val/0/021001010111131_1-rectangle.jpg,e96d61fce76099d1fc866edc73defa1e65edd144e1256d51d818b8e9c0b360fc,3
dev_021001010111132_1-rectangle,classification/val/0/021001010111132_1-rectangle.jpg,edc76adeff0f8854581c7e9b133fc998956fd6556b9ff24c12d603d45b2ca1a7,0
dev_021001010111133_1-rectangle,classification/val/0/021001010111133_1-rectangle.jpg,38a9ce586af08a5a442e96a9fcd68c1d2c0b18d868c37bd5455a0690776133af,0
dev_021001010111134_1-rectangle,classification/val/0/021001010111134_1-rectangle.jpg,69efac3823bb47dc68cfe1c75642cfe5987618ef9a174da734cb2c5459c525c1,0
dev_021001018111101_1-rectangle,classification/val/0/021001018111101_1-rectangle.jpg,90bb52397b4ff05e4654db070765e5b9924ea086c2d4f03ac0379c314f787848,0
dev_021001018111102_1-rectangle,classification/val/0/021001018111102_1-rectangle.jpg,3f88be4d785799a000fb839dd48a6d567c4725a93a59c4091dd0884b73b93c45,0
dev_021001018111103_1-rectangle,classification/val/0/021001018111103_1-rectangle.jpg,02565cc4c080d1bc4a99e8f53bd1375d096b69d7a58188be329dafedafe3f878,0
dev_021001018111104_1-rectangle,classification/val/0/021001018111104_1-rectangle.jpg,be0d7cd81844748a12dd83ee6151306c95de7b06bffa372f044bd58fe2690020,0
dev_021001018111105_1-rectangle,classification/val/0/021001018111105_1-rectangle.jpg,3c83986c3c58de4fdf51b1a4339451260e1a48af6a4e9c9bc7db6b0f0fc46fe2,0
dev_021001018111106_1-rectangle,classification/val/0/021001018111106_1-rectangle.jpg,f2fd784f2019f5729d9a9b03943b27f7fa0069ed5368a5022c4889716587c794,0
dev_021001018111107_1-rectangle,classification/val/0/021001018111107_1-rectangle.jpg,a2c74adea45b5a0afe5520c56d3d96a596b439d014c849e0a85543180d3ed12a,0
dev_021001018111108_1-rectangle,classification/val/0/021001018111108_1-rectangle.jpg,355db2094c3c8fb607d6f8775e36d59bbbb6ccece0a1a4e23ca71525986585d1,0
dev_021001018111109_1-rectangle,classification/val/0/021001018111109_1-rectangle.jpg,f994f6f420ec25a5393e968bd637bdec63836b959954e9cb7d2658ab73a632f3,0
dev_021001018111110_1-rectangle,classification/val/0/021001018111110_1-rectangle.jpg,86bdf6538f7fec19595da1fe1e31a0954aad80bcb208586e5ff2420161faa784,0
dev_021001018111111_1-rectangle,classification/val/0/021001018111111_1-rectangle.jpg,40ca2534612551707f6db82bf1aae4d9a6b5ec048be3a8c2c81fd8e1ff7a6e5f,0
