sample_id,original_label,poisoned,poison_type
classification/train/0/00002.jpg,0,True,targeted_label_flip
classification/train/0/00005.jpg,0,False,clean
classification/train/0/00011.jpg,0,True,targeted_label_flip
classification/train/0/00017.jpg,0,False,clean
classification/train/0/00019.jpg,0,False,clean
classification/train/0/00021.jpg,0,False,clean
classification/train/0/00024.jpg,0,False,clean
classification/train/0/00025.jpg,0,True,targeted_label_flip
classification/train/0/00041.jpg,0,False,clean
classification/train/0/00042.jpg,0,False,clean
classification/train/0/00053.jpg,0,False,clean
classification/train/0/00055.jpg,0,True,targeted_label_flip
classification/train/0/00060.jpg,0,False,clean
classification/train/0/00074.jpg,0,False,clean
classification/train/0/00081.jpg,0,True,targeted_label_flip
classification/train/0/00086.jpg,0,False,clean
classification/train/0/00096.jpg,0,True,targeted_label_flip
classification/train/0/00101.jpg,0,False,clean
classification/train/0/00129.jpg,0,False,clean
classification/train/0/00131.jpg,0,False,clean
classification/train/0/00145.jpg,0,False,clean
classification/train/0/00148.jpg,0,True,targeted_label_flip
classification/train/0/00149.jpg,0,False,clean
classification/train/0/00151.jpg,0,False,clean
classification/train/0/00159.jpg,0,True,targeted_label_flip
classification/train/0/00160.jpg,0,False,clean
classification/train/0/00163.jpg,0,False,clean
classification/train/0/00168.jpg,0,False,clean
classification/train/0/00171.jpg,0,False,clean
classification/train/0/00180.jpg,0,True,targeted_label_flip
classification/train/0/00189.jpg,0,False,clean
classification/train/0/00196.jpg,0,True,targeted_label_flip
classification/train/0/00201.jpg,0,False,clean
classification/train/0/00203.jpg,0,False,clean
classification/train/0/00206.jpg,0,False,clean
classification/train/0/00219.jpg,0,False,clean
classification/train/0/00221.jpg,0,False,clean
classification/train/0/00228.jpg,0,False,clean
classification/train/0/00235.jpg,0,False,clean
classification/train/0/00239.jpg,0,False,clean
classification/train/0/00244.jpg,0,False,clean
classification/train/0/00249.jpg,0,False,clean
classification/train/0/00252.jpg,0,False,clean
classification/train/0/00257.jpg,0,False,clean
classification/train/0/00267.jpg,0,True,targeted_label_flip
classification/train/0/00270.jpg,0,True,targeted_label_flip
classification/train/0/00271.jpg,0,False,clean
classification/train/0/00289.jpg,0,False,clean
classification/train/0/00293.jpg,0,False,clean
classification/train/0/00302.jpg,0,False,clean
classification/train/0/00308.jpg,0,True,targeted_label_flip
classification/train/0/00321.jpg,0,False,clean
classification/train/0/00329.jpg,0,False,clean
classification/train/0/00330.jpg,0,False,clean
classification/train/0/00335.jpg,0,False,clean
classification/train/0/00353.jpg,0,False,clean
classification/train/0/00366.jpg,0,True,targeted_label_flip
classification/train/0/00378.jpg,0,False,clean
classification/train/0/00379.jpg,0,False,clean
classification/train/0/00380.jpg,0,False,clean
classification/train/0/00385.jpg,0,False,clean
classification/train/0/00393.jpg,0,False,clean
classification/train/0/00399.jpg,0,False,clean
classification/train/0/00401.jpg,0,True,targeted_label_flip
classification/train/0/00420.jpg,0,False,clean
classification/train/0/00425.jpg,0,False,clean
classification/train/0/00429.jpg,0,False,clean
classification/train/0/00437.jpg,0,False,clean
classification/train/0/00441.jpg,0,False,clean
classification/train/0/00447.jpg,0,True,targeted_label_flip
classification/train/0/00450.jpg,0,False,clean
classification/train/0/00463.jpg,0,False,clean
classification/train/0/00465.jpg,0,False,clean
classification/train/0/00466.jpg,0,False,clean
classification/train/0/00494.jpg,0,False,clean
classification/train/0/00497.jpg,0,False,clean
classification/train/0/00501.jpg,0,True,targeted_label_flip
classification/train/0/00504.jpg,0,True,targeted_label_flip
classification/train/0/00510.jpg,0,False,clean
classification/train/0/00511.jpg,0,False,clean
classification/train/0/00533.jpg,0,True,targeted_label_flip
classification/train/0/00537.jpg,0,False,clean
classification/train/0/00538.jpg,0,False,clean
classification/train/0/00549.jpg,0,True,targeted_label_flip
classification/train/0/00553.jpg,0,True,targeted_label_flip
classification/train/0/00556.jpg,0,False,clean
classification/train/0/00561.jpg,0,False,clean
classification/train/0/00567.jpg,0,False,clean
classification/train/0/00599.jpg,0,False,clean
classification/train/0/00601.jpg,0,False,clean
classification/train/0/00609.jpg,0,False,clean
classification/train/0/00621.jpg,0,False,clean
classification/train/0/00631.jpg,0,False,clean
classification/train/0/00641.jpg,0,False,clean
classification/train/0/00650.jpg,0,False,clean
classification/train/0/00653.jpg,0,False,clean
classification/train/0/00662.jpg,0,True,targeted_label_flip
classification/train/0/00675.jpg,0,False,clean
classification/train/0/00681.jpg,0,False,clean
classification/train/0/00691.jpg,0,False,clean
classification/train/0/00693.jpg,0,True,targeted_label_flip
classification/train/0/00694.jpg,0,False,clean
classification/train/0/00697.jpg,0,False,clean
classification/train/0/00699.jpg,0,True,targeted_label_flip
classification/train/0/00700.jpg,0,True,targeted_label_flip
classification/train/0/00714.jpg,0,False,clean
classification/train/0/00724.jpg,0,False,clean
classification/train/0/00730.jpg,0,False,clean
classification/train/0/00735.jpg,0,False,clean
classification/train/0/00738.jpg,0,False,clean
classification/train/0/00742.jpg,0,False,clean
classification/train/0/00749.jpg,0,False,clean
classification/train/0/00756.jpg,0,False,clean
classification/train/0/00759.jpg,0,False,clean
classification/train/0/00764.jpg,0,False,clean
classification/train/0/00768.jpg,0,False,clean
classification/train/0/00773.jpg,0,False,clean
classification/train/0/00783.jpg,0,True,targeted_label_flip
classification/train/0/00785.jpg,0,False,clean
classification/train/0/00786.jpg,0,True,targeted_label_flip
classification/train/0/00798.jpg,0,False,clean
classification/train/0/00802.jpg,0,False,clean
classification/train/0/00803.jpg,0,False,clean
classification/train/0/00806.jpg,0,False,clean
classification/train/0/00813.jpg,0,False,clean
classification/train/0/00814.jpg,0,False,clean
classification/train/0/00816.jpg,0,True,targeted_label_flip
classification/train/0/00819.jpg,0,False,clean
classification/train/0/00821.jpg,0,False,clean
classification/train/0/00822.jpg,0,False,clean
classification/train/0/00831.jpg,0,False,clean
classification/train/0/00836.jpg,0,False,clean
classification/train/0/00844.jpg,0,False,clean
classification/train/0/00851.jpg,0,True,targeted_label_flip
classification/train/0/00853.jpg,0,False,clean
classification/train/0/00854.jpg,0,True,targeted_label_flip
classification/train/0/00861.jpg,0,False,clean
