error,filename,filename_group,group,height,label,mode,pixel_sha256,sha256,source_relpath,split,status,width
,021001001111101_1-rectangle.jpg,021001001,021001001,3023,0,RGB,0008f75a6feb67492edd419b071105c8f7613b334a77ec516d752cd57d35b8d9,58d541f92ad7a1524c0e1d87cb935d58f48cf32fd9a6818d0e57f77cdcc02d2c,classification/train/0/021001001111101_1-rectangle.jpg,train,valid,2063
,021001001111102_1-rectangle.jpg,021001001,021001001,2963,0,RGB,76a7d782f4b3f24a5572fbc329a8e679714169969de7fcb6fb8ba7d2cc8be02a,7da983c479ba571468124014768a326ecc6aafce77adce321d6b0e616771db11,classification/train/0/021001001111102_1-rectangle.jpg,train,valid,1822
,021001001111103_1-rectangle.jpg,021001001,021001001,3026,0,RGB,0dced1ca5dbda9a1e0251a63e746d2536d08f5c8fe90f36f57d1690168c43d69,baeb19d761348c34f5dceefb4bb90a7a5b7ce098bdcaf9adf7d063f6eecf25f0,classification/train/0/021001001111103_1-rectangle.jpg,train,valid,1774
,021001001111104_1-rectangle.jpg,021001001,021001001,2460,0,RGB,16b97e18245cbc386bc211b87ccd98c3501410038a80f5df6bef5d8593984ffc,de423f03f0640c183f9d800c65e3f2bc009fdc71f372875c228c33ead614e58f,classification/train/0/021001001111104_1-rectangle.jpg,train,valid,1551
,021001001111105_1-rectangle.jpg,021001001,021001001,2308,0,RGB,bd1e8ea04a7cc7a2afa841a8175741d1f3b49d16ea342389a9d440e0181d3123,9adbddfc1b7453f4d9c57dbd63741cf593d562f99f09cd3f89c85b003e6ac40e,classification/train/0/021001001111105_1-rectangle.jpg,train,valid,1523
,021001001111106_1-rectangle.jpg,021001001,021001001,2610,0,RGB,61fddec884a2a9e808d53cae38ec48b1899faad8835afc9b535fe31e063790d2,f46a9d9f85864c4c730dccaa25de8d847515a04446009e88fef96b2f2af57858,classification/train/0/021001001111106_1-rectangle.jpg,train,valid,1478
,021001001111107_1-rectangle.jpg,021001001,021001001,2894,0,RGB,7ddc3f1eba980079d32dbdce5d82a8af6d950c0b99e49ed25905312cc639181d,c2205e0a7e95c59e7825c8dbae619368c4e8d086833489f85902f0b864c981e1,classification/train/0/021001001111107_1-rectangle.jpg,train,valid,1973
,021001001111108_1-rectangle.jpg,021001001,021001001,2714,0,RGB,4d6b153bc2f8e454b6af612ddf579f7938b4c33f795881cfe22ab99f98765e5a,17f2a1bce23be33b82b5fd7fc4a7e6d978824476fe25304f4127a4ed8b06e1db,classification/train/0/021001001111108_1-rectangle.jpg,train,valid,1871
,021001001111109_1-rectangle.jpg,021001001,021001001,2733,0,RGB,75f70522778fd161c1f427495321dab97691f0eff064bdd22b47e869883d11c0,4d00687f83c8cc6ac4c7ce31c008abaf11e0a8e8e7a2d3ded0d4a885277772f9,classification/train/0/021001001111109_1-rectangle.jpg,train,valid,2174
,021001001111110_1-rectangle.jpg,021001001,021001001,2045,0,RGB,776886dbb2f1b951b96b91886c716d0d5ea8f84eb3d1ab3c06b75f5e4c4ad48d,0f6835f7715d33a633f7eafbf8a333feeea157287756571a4fed7be470ed9c57,classification/train/0/021001001111110_1-rectangle.jpg,train,valid,2515
,021001001111111_1-rectangle.jpg,021001001,021001001,2517,0,RGB,b18de0264532d6ae6bfb3465a2096061b54e816e5445376cf9e3d868cb49d22d,250ee7a72e22eb1816e7244516fd348c2b1e6e74ed9f93146be8e74bdf4a5ebf,classification/train/0/021001001111111_1-rectangle.jpg,train,valid,2781
,021001001111112_1-rectangle.jpg,021001001,021001001,3108,0,RGB,1ace20c92d5f78ebb5aa327936ed34c4afb14d9789211d6e4ba91295e1002e64,114b61df90620f7e8ad978c05cb6ce6f07db66137c3c829e7a05d1b4501f53c7,classification/train/0/021001001111112_1-rectangle.jpg,train,valid,2247
,021001001111113_1-rectangle.jpg,021001001,021001001,2948,0,RGB,f964c2623e3e4ea1493797202b1393fd26c2cf104e52abc73a1a577dd6f85192,25c7403b8e1c87b32134c2b630b4ec6cd4a7575692f6b7098beb081386f2422b,classification/train/0/021001001111113_1-rectangle.jpg,train,valid,1737
,021001001111114_1-rectangle.jpg,021001001,021001001,2756,0,RGB,411c9a24628360d9909a19091bf4ae2d8ededbb20322ca40ddba36b0532ecd4b,19611a58eea419af21f3f34e2d901c421f9ecdf38f82aaea0cc3badd7975e5b8,classification/train/0/021001001111114_1-rectangle.jpg,train,valid,1567
,021001001111115_1-rectangle.jpg,021001001,021001001,2739,0,RGB,c81adc300536b7f9880236fcc33343835e44232df9f62f3839d8c96532254bc6,eaf67d4cafbc913d24cf949c729a52262292c7e54c093290fa08beaa28edbb15,classification/train/0/021001001111115_1-rectangle.jpg,train,valid,1741
,021001001111116_1-rectangle.jpg,021001001,021001001,2198,0,RGB,ff8472a99214d53adefb8b39a1f9d88b3675bf1de3ca82ee439059f9e77fe5ac,0a1a864e5b8c5bd9e96fe3887b7764330d8c9c7568aec2710957826aa92a5a4f,classification/train/0/021001001111116_1-rectangle.jpg,train,valid,1533
,021001001111117_1-rectangle.jpg,021001001,021001001,2360,0,RGB,008df5a65438a94ee401a733d4ebb685d0b36e18de522ca63bfe8794d8bcc993,6288af1e569932792b7cdbcdcadf2f6885c4c79f4a928fb6b29ae41259950088,classification/train/0/021001001111117_1-rectangle.jpg,train,valid,1451
,021001001111118_1-rectangle.jpg,021001001,021001001,2852,0,RGB,2e9c50c2d30358726fe1a385cfc09841252263ec9327389a18c0b919516feed8,cfc7b9b88f5c1ee0c5ac816525649eb083627e2724f93f1ffb1aa1f4969c96f3,classification/train/0/021001001111118_1-rectangle.jpg,train,valid,1352
,021001001111119_1-rectangle.jpg,021001001,021001001,2878,0,RGB,73fe8158ad58a9d858ea4ed4ae364baaf34b06bbefd7620d837475709d899b93,277b4310cc03cdae46bd8857368f517c078feda18f2fc225f906a0e991742c19,classification/train/0/021001001111119_1-rectangle.jpg,train,valid,1337
,021001001111120_1-rectangle.jpg,021001001,021001001,2860,0,RGB,ed3d53ebb5c03817d1ddc476a58e7514202803d2c86f24dcd66a958e50501b68,648cbee87e9438468388b7ed0febe981240dc7a6ecea74d4b3c5d4eae88c66f5,classification/train/0/021001001111120_1-rectangle.jpg,train,valid,1506
,021001001111121_1-rectangle.jpg,021001001,021001001,3096,0,RGB,bbfbf6d5be734afce557c925d237fb8355e71d93d0710c1b0f875f8ec93a3917,69101adbe2376a3b650633ee7a4743968c22f1a57288d2c7bc2648e1b0714794,classification/train/0/021001001111121_1-rectangle.jpg,train,valid,1728
,021001002111101_1-rectangle.jpg,021001002,021001002,3253,0,RGB,3149879dd5e60f5f43a5655207ecabb8835cd2d8b011cae264a93c7aa8aa5599,cc597412bfc53b8f1cf02313985439f9b6f54eab4b75592cd043f6ff8ecb351f,classification/test/0/021001002111101_1-rectangle.jpg,test,valid,1758
,021001002111102_1-rectangle.jpg,021001002,021001002,2953,0,RGB,5391628a0e4f6c798362334ac2e2d53a7aae9c6a78a5606e5e6f61ae9009f24f,02dc6e6ac092ad021424ed5c6825064b7d086debdd4e1565b657f10230f0f982,classification/test/0/021001002111102_1-rectangle.jpg,test,valid,1670
,021001002111103_1-rectangle.jpg,021001002,021001002,2018,0,RGB,942ffb671f52082171c30c1bb175c3805bb5ef226b73a52bf598165c4a9408da,ca14b318e96cbb5f481262c4365cd01b1094559669e7017dee69d63367d5cf88,classification/test/0/021001002111103_1-rectangle.jpg,test,valid,1596
,021001002111104_1-rectangle.jpg,021001002,021001002,1706,0,RGB,5ae5c338c1c39d2f07d04367e0525cb66ea3c1b0cc00fc0dad52721f545b7bb9,ab942923e958ba1613783f424860a9710731a9b395c94ef9e6af3d7441648443,classification/test/0/021001002111104_1-rectangle.jpg,test,valid,1455
,021001002111105_1-rectangle.jpg,021001002,021001002,2363,0,RGB,c319afaf5d41212ccf8ea8277221dfc38cf1af5f76f7fbfe748a14b6926452fa,c7917e80b87df5212ecf9fb5ce3569e9cf7b5c371ad65324ad1e160b9d3ffc71,classification/test/0/021001002111105_1-rectangle.jpg,test,valid,1364
,021001002111106_1-rectangle.jpg,021001002,021001002,2867,0,RGB,450770cafae2a2417e4fb9718b418085e0e1a5790d7b2c18ef35acca9c460e0e,6942699fd4879787df04fecdacff4ef0e60fc474808010f3be82a13b25213678,classification/test/0/021001002111106_1-rectangle.jpg,test,valid,1622
,021001002111107_1-rectangle.jpg,021001002,021001002,3044,0,RGB,c2da852549f11ddf9ae9c819b54c630b353361da8f63244840be854468a0f444,dd9d084ce9243d8dbaae048af3f9e53a215196aa0602fa64df3ad6b7b0e7c1eb,classification/test/0/021001002111107_1-rectangle.jpg,test,valid,1324
,021001002111108_1-rectangle.jpg,021001002,021001002,2215,0,RGB,0396041f5b6527fd97caf3619bd2ef7ebb2798ff77982738650eed8b15878799,246c130ddff4d166e5719052be57d1ae8998ab3dfd61787f07a681d9e52ada02,classification/test/0/021001002111108_1-rectangle.jpg,test,valid,1469
,021001002111109_1-rectangle.jpg,021001002,021001002,1699,0,RGB,ba63247c5c7f30e5ec731525a46333c095b87d23534e277702115e975896da0c,9958724f17af8f7935eeb9e770a39838f963ee1edfee94bcad5fcedb94ea7a5a,classification/test/0/021001002111109_1-rectangle.jpg,test,valid,1663
,021001002111110_1-rectangle.jpg,021001002,021001002,2612,0,RGB,573043bc8b0e07866d27afd3718b3c83547fe7d128ffd2a590cd18b3bf365b6b,4d8fdd88bcd411c5779e933294bf46bd30ab70e66f132ba3096a6e3c91ab1c96,classification/test/0/021001002111110_1-rectangle.jpg,test,valid,1741
,021001002111111_1-rectangle.jpg,021001002,021001002,3076,0,RGB,4cf17bb93c00e2e3b6196f806e4855cafc7f9d1f17361430a7d3f5d98a65ce42,33c947bfd33b840836b4dabd041fec169f293b04fe2ead08cfcb5aa8a23d0209,classification/test/0/021001002111111_1-rectangle.jpg,test,valid,1806
,021001003111101_1-rectangle.jpg,021001003,021001003,2690,0,RGB,b8c16fddecbecc9a71105756faab728adc7ee5826898dabb2c64210601dddcb9,92863cd394c41e882ae62000e6c74b7940265a98a431a7be97ddee5c3fd6472e,classification/train/0/021001003111101_1-rectangle.jpg,train,valid,3237
,021001003111102_1-rectangle.jpg,021001003,021001003,2557,0,RGB,b2552637f488191dc02d1d5fb280b1d6453f1939facf51ce29e5e625ef713ae4,d125c3f3ed8031a4ad05470a59582b2fd877c34adba903710d40d7bcc727c6cf,classification/train/0/021001003111102_1-rectangle.jpg,train,valid,3273
,021001003111103_1-rectangle.jpg,021001003,021001003,1615,0,RGB,ed3b74ddb07e7cce8027900b5d5f99b52b5fea6ea6615efdc7b7d5f0da7dd984,241d14959d5762b318d883278f5612b661943327c30e6b7063c844714bd76364,classification/train/0/021001003111103_1-rectangle.jpg,train,valid,3360
,021001003111104_1-rectangle.jpg,021001003,021001003,2539,0,RGB,bc102f8432e15cd5bfa767bb3268f77df5dc42203eed952dba22626bf7ba9051,378bc7498062306f180bffcf2ab51417d1e1a8390037d1340d5024194ba5c322,classification/train/0/021001003111104_1-rectangle.jpg,train,valid,3140
